fuel,location,brand,year,subcategory,transmission,price
Gasolina,Lima,MAZDA,2025,Sedán,Mecánica,20790.0
Gasolina,Lima,MAZDA,2026,Hatchback,Mecánica,27990.0
Gasolina,Lima,MG,2024,Camioneta,Automática,19990.0
Gasolina,Lima,HYUNDAI,2026,Camioneta,Mecánica,21590.0
Gasolina,Lima,HYUNDAI,2026,Hatchback,Mecánica,17990.0
Gasolina,Lima,DFSK,2026,Camioneta,Mecánica,13490.0
Gasolina,Lima,HYUNDAI,2026,Camioneta,Automática,54490.0
Gasolina,Lima,MAZDA,2026,Hatchback,Mecánica,26190.0
Gasolina,Lima,KIA,2025,Sedán,Mecánica,11190.0
Gasolina,Lima,HONDA,2025,Sedán,Automática,43990.0
Gasolina,Lima,NISSAN,2026,Camioneta,Automática,34860.0
Gasolina,Lima,KIA,2025,Camioneta,Mecánica,16990.0
Gasolina,Lima,HYUNDAI,2026,Camioneta,Mecánica,17990.0
hibrido,Lima,NISSAN,2026,Camioneta,Automática,47810.0
Gasolina,Lima,HYUNDAI,2026,Sedán,Mecánica,12390.0
Gasolina,Lima,DFSK,2025,Vans,Mecánica,12790.0
Gasolina,Lima,RENAULT,2026,Camioneta,Automática,18990.0
Gasolina,Lima,KIA,2025,Hatchback,Mecánica,10490.0
Gasolina,Lima,HONDA,2024,Sedán,Automática,19990.0
Gasolina,Lima,HYUNDAI,2026,Sedán,Mecánica,17290.0
Gasolina,Lima,HYUNDAI,2025,Camioneta,Automática,22490.0
Gasolina,Lima,MAZDA,2026,Pick Up,Mecánica,32590.0
Gasolina,Lima,DFSK,2025,Camioneta,Automática,25990.0
Gasolina,Lima,HYUNDAI,2026,Camioneta,Mecánica,28090.0
Gasolina,Lima,NISSAN,2024,Sedán,Mecánica,18190.0
Gasolina,Lima,MITSUBISHI,2025,Camioneta,Automática,25990.0
Gasolina,Lima,RENAULT,2026,Pick Up,Mecánica,17990.0
Gasolina,Lima,NISSAN,2026,Sedán,Mecánica,16950.0
Diesel,Lima,NISSAN,2025,Pick Up,Mecánica,37090.0
Gasolina,Lima,NISSAN,2026,Camioneta,Mecánica,34730.0
hibrido,Lima,FORD,2024,Camioneta,Automática,37990.0
Gasolina,Lima,DFSK,2026,Camioneta,Automática,24490.0
Gasolina,Lima,DFSK,2026,Camioneta,Automática,15790.0
Gasolina,Lima,MAZDA,2026,Camioneta,Automática - Secuencial,26990.0
Diesel,Lima,NISSAN,2026,Vans,Mecánica,43590.0
Diesel,Lima,MITSUBISHI,2025,Camioneta,Mecánica,48990.0
Gasolina,Lima,MG,2025,Hatchback,Automática,14990.0
Gasolina,Lima,MAZDA,2026,Camioneta,Automática,48490.0
Gasolina,Lima,HONDA,2024,Sedán,Automática,34990.0
Diesel,Lima,DFSK,2025,Pick Up,Mecánica,18990.0
Gasolina,Lima,MAZDA,2026,Deportivo,Automática,45490.0
Gasolina,Lima,FORD,2025,Sedán,Automática,28990.0
Gasolina,Lima,HONDA,2026,Camioneta,Automática,30990.0
gas,Lima,KIA,2026,Camioneta,Mecánica,25990.0
Diesel,Lima,RENAULT,2026,Vans,Mecánica,38490.0
Gasolina,Lima,GAC,2024,Camioneta,Automática,24490.0
Gasolina,Lima,NISSAN,2024,Camioneta,Automática,84800.0
Gasolina,Lima,PORSCHE,2015,Camioneta,Automática - Secuencial,28399.0
Gasolina,Lima,VOLVO,2017,Camioneta,Automática - Secuencial,18000.0
Gasolina,Lima,SUBARU,2020,Camioneta,Automática - Secuencial,27500.0
hibrido,Lima,HYUNDAI,2025,Camioneta,Automática,21500.0
Gasolina,Lima,DS,2018,Camioneta,Mecánica,19900.0
Gasolina,Lima,HYUNDAI,2019,Camioneta,Automática,22200.0
Gasolina,Lima,RENAULT,2004,Vans,Automática,7399.0
hibrido,Lima,CHEVROLET,2016,Camioneta,Automática - Secuencial,13000.0
hibrido,Lima,DONGFENG,2024,Vans,Mecánica,12500.0
hibrido,Lima,SOUEAST,2023,Camioneta,Mecánica,13000.0
Gasolina,Lima,BMW,2019,Camioneta,Automática - Secuencial,24900.0
Gasolina,Lima,LEXUS,2017,Sedán,Automática - Secuencial,20000.0
hibrido,Lima,BMW,2017,Hatchback,Automática - Secuencial,15900.0
Gasolina,Lima,MERCEDES BENZ,2020,Camioneta,Automática - Secuencial,24000.0
Gasolina,Lima,VOLKSWAGEN,2022,Camioneta,Automática - Secuencial,18700.0
Gasolina,Lima,JEEP,2023,Camioneta,Automática - Secuencial,24900.0
Gasolina,Lima,AUDI,2018,Sedán,Automática - Secuencial,23500.0
gas,Lima,HYUNDAI,2022,Sedán,Automática,13500.0
Gasolina,Lima,BMW,2016,Hatchback,Automática - Secuencial,25500.0
Gasolina,Lima,TOYOTA,2023,Camioneta,Automática - Secuencial,47500.0
Gasolina,Lima,TOYOTA,2021,Camioneta,Automática,55000.0
Gasolina,Lima,JAGUAR,2017,Camioneta,Automática - Secuencial,49990.0
Gasolina,Lima,JEEP,2013,Camioneta,Automática - Secuencial,12500.0
gas,Lima,RAM,2024,Pick Up,Mecánica,20500.0
Gasolina,Lima,AUDI,2014,Sedán,Automática - Secuencial,12850.0
hibrido,Lima,TOYOTA,2022,Sedán,Automática - Secuencial,18750.0
Gasolina,Lima,PEUGEOT,2023,Camioneta,Automática,18900.0
Gasolina,Lima,BMW,2022,Camioneta,Automática - Secuencial,33500.0
Gasolina,Lima,MITSUBISHI,2019,Camioneta,Automática - Secuencial,33500.0
Gasolina,Lima,RENAULT,2017,Camioneta,Automática - Secuencial,15000.0
Gasolina,Lima,MASERATI,2019,Camioneta,Automática - Secuencial,53000.0
Gasolina,Lima,NISSAN,2022,Camioneta,Automática - Secuencial,18900.0
Gasolina,Lima,AUDI,2009,Sedán,Automática - Secuencial,11800.0
Gasolina,Lima,SEAT,2024,Camioneta,Automática - Secuencial,24000.0
gas,Lima,DFSK,2020,Camioneta,Mecánica,11500.0
Gasolina,Lima,BMW,2022,Deportivo,Automática - Secuencial,63000.0
Gasolina,Lima,JEEP,2014,Camioneta,Automática - Secuencial,18500.0
Gasolina,Lima,LEXUS,2017,Camioneta,Automática - Secuencial,40000.0
Gasolina,Lima,BMW,2017,Sedán,Automática - Secuencial,20900.0
Gasolina,Lima,HAVAL,2021,Camioneta,Automática - Secuencial,17500.0
Gasolina,Lima,VOLVO,2017,Sedán,Automática,17000.0
Gasolina,Lima,LAND ROVER,2016,Camioneta,Automática,20000.0
Gasolina,Lima,MERCEDES BENZ,2016,Deportivo,Automática,16000.0
Gasolina,Lima,SUBARU,2023,Sedán,Automática,17000.0
Gasolina,Lima,MINI,2023,Camioneta,Automática - Secuencial,29000.0
Gasolina,Lima,LEXUS,2014,Sedán,Automática,15800.0
Gasolina,Lima,RENAULT,2013,Sedán,Automática - Secuencial,8350.0
Gasolina,Lima,VOLKSWAGEN,2013,Sedán,Automática - Secuencial,14800.0
Gasolina,Lima,PEUGEOT,2021,Camioneta,Automática - Secuencial,23000.0
Gasolina,Lima,VOLKSWAGEN,2022,Camioneta,Automática,30000.0
hibrido,Lima,KIA,2016,Sedán,Automática,11000.0
Gasolina,Lima,AUDI,2020,Camioneta,Automática - Secuencial,32500.0
Gasolina,Lima,VOLKSWAGEN,2023,Camioneta,Automática - Secuencial,17300.0
Gasolina,Lima,VOLKSWAGEN,2009,Sedán,Automática,7369.0
Gasolina,Lima,MERCEDES BENZ,2012,Hatchback,Mecánica,10550.0
Gasolina,Lima,BMW,2022,Camioneta,Automática - Secuencial,45000.0
Gasolina,Lima,NISSAN,2024,Camioneta,Automática,18800.0
Gasolina,Lima,MERCEDES BENZ,2018,Camioneta,Automática - Secuencial,41600.0
Gasolina,Lima,HAVAL,2017,Camioneta,Automática - Secuencial,10500.0
Gasolina,La Libertad,JEEP,2023,Camioneta,Automática - Secuencial,26990.0
Gasolina,Lima,MERCEDES BENZ,2018,Camioneta,Automática - Secuencial,28500.0
Gasolina,Lima,MERCEDES BENZ,2014,Sedán,Automática - Secuencial,16000.0
hibrido,Lima,TOYOTA,2010,Sedán,Automática,9500.0
Gasolina,Arequipa,BMW,2017,Camioneta,Automática - Secuencial,29300.0
Gasolina,Lima,VOLKSWAGEN,2021,Camioneta,Automática - Secuencial,21900.0
Gasolina,Lima,CHERY,2025,Camioneta,Automática,13000.0
Gasolina,Lima,MITSUBISHI,2010,Camioneta,Automática - Secuencial,16450.0
Gasolina,Lima,FORD,2019,Camioneta,Automática,17000.0
Gasolina,Lima,MAZDA,2023,Camioneta,Automática - Secuencial,34500.0
hibrido,Lima,NISSAN,2024,Sedán,Automática,16000.0
Gasolina,Lima,MERCEDES BENZ,2014,Hatchback,Automática - Secuencial,22900.0
Gasolina,Lima,MITSUBISHI,2012,Camioneta,Automática,15000.0
Gasolina,Piura,PEUGEOT,2021,Camioneta,Automática - Secuencial,23990.0
Gasolina,Lima,MAZDA,2019,Camioneta,Automática,26500.0
hibrido,Lima,MERCEDES BENZ,2024,Camioneta,Automática - Secuencial,56000.0
Gasolina,Lima,MAZDA,2025,Camioneta,Automática,34000.0
Gasolina,Lima,BMW,2015,Deportivo,Automática - Secuencial,39000.0
Gasolina,Lima,KIA,2020,Sedán,Mecánica,13400.0
Diesel,Lima,MITSUBISHI,2023,Pick Up,Mecánica,24900.0
Gasolina,Lima,FORD,2016,Camioneta,Mecánica,12500.0
Gasolina,Lima,MITSUBISHI,2012,Camioneta,Automática - Secuencial,16800.0
Gasolina,Lima,MERCEDES BENZ,2018,Sedán,Automática - Secuencial,33000.0
Gasolina,Lima,JAC,2025,Camioneta,Mecánica,17900.0
Gasolina,Lima,FORD,2017,Pick Up,Automática,35000.0
Gasolina,Lima,LAND ROVER,2017,Camioneta,Automática - Secuencial,43900.0
hibrido,Lima,DFSK,2022,Camioneta,Automática,17000.0
Gasolina,Lima,LAND ROVER,2018,Camioneta,Automática - Secuencial,23500.0
Gasolina,Lima,TOYOTA,2018,Camioneta,Automática - Secuencial,21500.0
Gasolina,Lima,DODGE,2018,Camioneta,Automática - Secuencial,22900.0
Gasolina,Lima,BMW,2023,Camioneta,Automática - Secuencial,63600.0
Gasolina,La Libertad,CHEVROLET,2019,Hatchback,Mecánica,11000.0
Gasolina,Lima,NISSAN,2019,Camioneta,Mecánica,14800.0
Gasolina,Lima,BMW,2022,Camioneta,Automática - Secuencial,68900.0
Gasolina,Lima,MAZDA,2020,Sedán,Automática - Secuencial,17500.0
Gasolina,Lima,SUBARU,2019,Sedán,Automática,14200.0
Diesel,Lima,NISSAN,2012,Camioneta,Automática - Secuencial,15900.0
hibrido,Lima,KIA,2024,Camioneta,Automática - Secuencial,19950.0
Gasolina,Lima,MERCEDES BENZ,2018,Hatchback,Automática - Secuencial,18500.0
gas,Lima,SEAT,2023,Camioneta,Automática,15500.0
Gasolina,Lima,AUDI,2013,Sedán,Automática - Secuencial,13499.0
hibrido,Lima,CHEVROLET,2019,Vans,Automática - Secuencial,12000.0
Gasolina,Lima,KIA,2023,Camioneta,Automática,24000.0
Gasolina,Lima,DODGE,2011,Camioneta,Automática,14700.0
Gasolina,Arequipa,MINI,2018,Hatchback,Automática,20800.0
Gasolina,Lima,KIA,2024,Camioneta,Automática - Secuencial,33000.0
Gasolina,Lima,AUDI,2023,Camioneta,Automática - Secuencial,34090.0
Gasolina,Lima,LAND ROVER,2017,Camioneta,Automática - Secuencial,20000.0
Gasolina,Lima,HONDA,2022,Camioneta,Automática - Secuencial,35000.0
Gasolina,Lima,HONDA,2017,Camioneta,Automática,15500.0
Gasolina,Lima,FORD,2022,Camioneta,Automática,28500.0
Gasolina,Lima,SUBARU,2012,Hatchback,Mecánica,10550.0
Gasolina,Lima,SUZUKI,2014,Vans,Mecánica,7500.0
Gasolina,Lima,MERCEDES BENZ,2012,Hatchback,Automática,13800.0
gas,Lima,JAC,2023,Vans,Mecánica,16900.0
Gasolina,Lima,MERCEDES BENZ,2019,Camioneta,Automática - Secuencial,21000.0
Gasolina,Lima,BMW,2016,Sedán,Automática - Secuencial,16000.0
Gasolina,Lima,NISSAN,2018,Camioneta,Automática,18900.0
Gasolina,Lima,JEEP,2015,Camioneta,Mecánica,10800.0
Gasolina,Lima,MAZDA,2021,Hatchback,Automática - Secuencial,21500.0
Gasolina,Lima,MERCEDES BENZ,2016,Sedán,Automática - Secuencial,18000.0
Gasolina,Lima,VOLKSWAGEN,2018,Camioneta,Automática - Secuencial,18900.0
Gasolina,Lima,VOLKSWAGEN,2020,Camioneta,Automática - Secuencial,20400.0
Gasolina,Lima,MITSUBISHI,2017,Camioneta,Automática,30000.0
Gasolina,Lima,PEUGEOT,2018,Camioneta,Automática - Secuencial,22500.0
Gasolina,Lima,VOLVO,2023,Camioneta,Automática - Secuencial,47000.0
Gasolina,Lima,HONDA,2016,Camioneta,Automática,21000.0
hibrido,Lima,TOYOTA,2023,Sedán,Automática,16500.0
Gasolina,Lima,HONDA,2019,Camioneta,Automática,22000.0
Gasolina,Lima,SUBARU,2012,Camioneta,Mecánica,10000.0
Gasolina,Lima,MAZDA,2021,Camioneta,Automática,20500.0
Gasolina,Lima,BMW,2019,Camioneta,Automática - Secuencial,44999.0
Gasolina,Ancash,NISSAN,2024,Camioneta,Automática - Secuencial,21900.0
Gasolina,La Libertad,AUDI,2019,Sedán,Automática - Secuencial,35500.0
Gasolina,Lima,BMW,2013,Camioneta,Automática - Secuencial,21500.0
Gasolina,Lima,JEEP,2009,Camioneta,Automática,11600.0
Gasolina,Lima,MERCEDES BENZ,2017,Camioneta,Automática - Secuencial,42900.0
Gasolina,Lima,VOLKSWAGEN,2021,Camioneta,Automática - Secuencial,18300.0
Gasolina,Lima,MAZDA,2022,Hatchback,Automática - Secuencial,18000.0
Gasolina,Lima,SUBARU,2019,Hatchback,Automática - Secuencial,18900.0
hibrido,Lima,KIA,2024,Camioneta,Automática - Secuencial,27600.0
Gasolina,Lima,TOYOTA,2015,Sedán,Automática,16500.0
Gasolina,Lima,AUDI,2017,Sedán,Automática - Secuencial,35500.0
Gasolina,Lima,TOYOTA,2024,Hatchback,Mecánica,56000.0
Gasolina,Lima,BMW,2018,Sedán,Automática - Secuencial,16500.0
electrico,Lima,VOLVO,2024,Camioneta,Automática,44990.0
Gasolina,Lima,MERCEDES BENZ,2022,Deportivo,Automática - Secuencial,30500.0
Gasolina,Lima,MERCEDES BENZ,2018,Camioneta,Automática,43900.0
Gasolina,Lima,MERCEDES BENZ,2022,Camioneta,Automática,42500.0
gas,Lima,HYUNDAI,2016,Sedán,Automática,12000.0
Gasolina,Lima,JEEP,2012,Camioneta,Automática,9900.0
Gasolina,Lima,CHEVROLET,2023,Camioneta,Mecánica,15900.0
Gasolina,Lima,JEEP,2019,Camioneta,Automática,21500.0
Gasolina,Lima,JEEP,2015,Camioneta,Automática,17500.0
Gasolina,Lima,BMW,2023,Camioneta,Automática - Secuencial,75000.0
Gasolina,Arequipa,BMW,2019,Camioneta,Automática,23500.0
gas,Lima,HYUNDAI,2014,Sedán,Automática - Secuencial,10360.0
Gasolina,Lima,MITSUBISHI,2018,Camioneta,Automática,16000.0
Gasolina,Lima,RAM,2024,Pick Up,Automática - Secuencial,22800.0
Gasolina,Lima,MERCEDES BENZ,2019,Camioneta,Automática,30900.0
