COLEGIO_DEPA,ESPECIALIDAD,SEXO,INGRESO,egreso_postulacion,edad
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,2,18
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,6,22
LAMBAYEQUE,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,FEMENINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LAMBAYEQUE,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,FÍSICA,FEMENINO,NO,1,18
AYACUCHO,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
CAJAMARCA,INGENIERÍA DE MINAS,MASCULINO,NO,1,18
HUANCAVELICA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,1,18
APURIMAC,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,1,18
LIMA,INGENIERÍA SANITARIA,MASCULINO,SI,3,20
ANCASH,INGENIERÍA DE MINAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,4,20
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
PASCO,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA ECONÓMICA,FEMENINO,NO,1,19
LIMA,INGENIERÍA MECATRÓNICA,FEMENINO,NO,3,19
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,2,19
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,SI,2,19
JUNIN,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,17
APURIMAC,INGENIERÍA QUÍMICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,4,21
AREQUIPA,INGENIERÍA DE SOFTWARE,MASCULINO,SI,2,18
LIMA,INGENIERÍA MECATRÓNICA,FEMENINO,NO,3,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,INGENIERÍA GEOLÓGICA,MASCULINO,NO,1,19
CAJAMARCA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,4,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,2,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,3,19
APURIMAC,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
UCAYALI,INGENIERÍA DE TELECOMUNICACIONES,FEMENINO,NO,1,18
PUNO,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA GEOLÓGICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,17
TACNA,INGENIERÍA MECATRÓNICA,FEMENINO,NO,1,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
JUNIN,MATEMÁTICA,MASCULINO,SI,1,17
CAJAMARCA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
JUNIN,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
TACNA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA FÍSICA,MASCULINO,NO,1,17
SAN MARTIN,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,1,17
SAN MARTIN,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
APURIMAC,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
PUNO,INGENIERÍA CIVIL,MASCULINO,NO,1,17
PASCO,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
AYACUCHO,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LAMBAYEQUE,INGENIERÍA DE MINAS,MASCULINO,NO,1,17
JUNIN,INGENIERÍA MECATRÓNICA,MASCULINO,SI,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
CUSCO,INGENIERÍA QUÍMICA,FEMENINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,3,20
LAMBAYEQUE,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
JUNIN,INGENIERÍA DE MINAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,SI,3,19
LIMA,INGENIERÍA QUÍMICA,FEMENINO,NO,2,19
PASCO,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE TELECOMUNICACIONES,FEMENINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,SI,3,19
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,6,22
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
PIURA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
CALLAO,INGENIERÍA SANITARIA,FEMENINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
PASCO,INGENIERÍA MECÁNICA,MASCULINO,NO,3,20
LIMA,ARQUITECTURA,FEMENINO,SI,5,21
LIMA,INGENIERÍA ELÉCTRICA,FEMENINO,NO,12,29
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,MASCULINO,SI,3,19
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,3,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,4,21
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,NO,6,22
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,2,19
LIMA,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,4,21
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,SI,1,18
ANCASH,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
HUANCAVELICA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,8,25
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,19
AMAZONAS,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
JUNIN,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,SI,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
MOQUEGUA,ARQUITECTURA,FEMENINO,NO,1,17
CAJAMARCA,INGENIERÍA GEOLÓGICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL,FEMENINO,NO,1,18
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
ANCASH,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,FÍSICA,MASCULINO,SI,8,25
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,3,19
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,INGENIERÍA QUÍMICA,FEMENINO,NO,3,19
LIMA,INGENIERÍA SANITARIA,FEMENINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,SI,2,19
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,SI,2,19
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,4,21
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
AYACUCHO,ARQUITECTURA,MASCULINO,NO,4,21
AYACUCHO,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,6,21
ÁNCASH,INGENIERÍA INDUSTRIAL,MASCULINO,SI,4,20
ÁNCASH,INGENIERÍA CIVIL,MASCULINO,NO,2,19
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,17
PIURA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,2,18
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,4,21
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,SI,5,21
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
PUNO,INGENIERÍA CIVIL,MASCULINO,NO,2,18
JUNÍN,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
AMAZONAS,INGENIERÍA INDUSTRIAL,MASCULINO,NO,10,27
LIMA,INGENIERÍA SANITARIA,MASCULINO,SI,3,19
CALLAO,INGENIERÍA INDUSTRIAL,MASCULINO,SI,2,18
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,NO,3,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,9,25
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,4,20
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,3,20
LIMA,INGENIERÍA SANITARIA,MASCULINO,NO,2,19
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,NO,5,22
JUNIN,INGENIERÍA CIVIL,MASCULINO,NO,23,40
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,19
JUNIN,INGENIERÍA FÍSICA,MASCULINO,NO,10,27
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,INGENIERÍA ESTADÍSTICA,MASCULINO,NO,6,22
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,SI,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,QUÍMICA,FEMENINO,NO,3,20
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,9,25
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
CALLAO,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,3,20
APURIMAC,INGENIERÍA MECATRÓNICA,MASCULINO,NO,4,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,FÍSICA,MASCULINO,NO,5,21
LIMA,INGENIERÍA ESTADÍSTICA,FEMENINO,NO,6,22
TACNA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,13,30
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,2,18
UCAYALI,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,17
PUNO,FÍSICA,MASCULINO,NO,6,22
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA SANITARIA,MASCULINO,NO,23,20
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,3,19
LIMA,INGENIERÍA DE CIBERSEGURIDAD,FEMENINO,NO,3,20
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,0,16
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,2,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,ARQUITECTURA,FEMENINO,NO,6,23
CALLAO,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA METALÚRGICA,FEMENINO,NO,2,19
LIMA,INGENIERÍA NAVAL,MASCULINO,NO,9,27
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,SI,2,18
LIMA,INGENIERÍA PETROQUÍMICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECÁNICA,FEMENINO,NO,3,19
LIMA,INGENIERÍA FÍSICA,FEMENINO,NO,6,23
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,16
LIMA,FÍSICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA METALÚRGICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,SI,2,19
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,SI,3,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,3,19
JUNÍN,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,19
ÁNCASH,ARQUITECTURA,MASCULINO,NO,3,19
JUNÍN,INGENIERÍA CIVIL,FEMENINO,SI,1,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,4,20
LIMA,INGENIERÍA ECONÓMICA,FEMENINO,NO,2,18
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
ICA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA DE TELECOMUNICACIONES,FEMENINO,NO,3,19
LIMA,INGENIERÍA DE TELECOMUNICACIONES,FEMENINO,SI,6,22
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA GEOLÓGICA,MASCULINO,NO,2,19
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
ICA,ARQUITECTURA,MASCULINO,NO,1,18
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,SI,2,18
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,19
CALLAO,INGENIERÍA QUÍMICA,MASCULINO,SI,2,18
LIMA,INGENIERÍA GEOLÓGICA,MASCULINO,SI,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,SI,4,21
LAMBAYEQUE,ARQUITECTURA,FEMENINO,NO,3,19
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,FEMENINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,4,20
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,2,19
LIMA,ARQUITECTURA,FEMENINO,SI,3,19
CALLAO,INGENIERÍA ELÉCTRICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,3,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,4,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,7,23
LIMA,ARQUITECTURA,MASCULINO,NO,2,18
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,4,21
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,1,17
PASCO,INGENIERÍA PETROQUÍMICA,MASCULINO,NO,3,19
JUNIN,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,SI,1,18
LIMA,INGENIERÍA ECONÓMICA,FEMENINO,NO,2,18
AYACUCHO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,5,22
CALLAO,INGENIERÍA GEOLÓGICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA ECONÓMICA,FEMENINO,NO,2,18
PUNO,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,4,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
APURIMAC,ARQUITECTURA,FEMENINO,NO,3,19
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,4,20
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,2,18
LIMA,MATEMÁTICA,FEMENINO,NO,2,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,9,25
LIMA,INGENIERÍA NAVAL,MASCULINO,NO,2,18
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,2,18
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,7,24
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,SI,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,5,22
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,5,22
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,4,21
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
LIMA,FÍSICA,MASCULINO,NO,8,24
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,6,23
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,17
HUANUCO,INGENIERÍA DE SOFTWARE,MASCULINO,NO,2,18
JUNIN,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,3,20
LIMA,ARQUITECTURA,FEMENINO,NO,0,20
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,2,19
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
JUNIN,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
APURIMAC,INGENIERÍA CIVIL,MASCULINO,NO,4,20
APURIMAC,INGENIERÍA CIVIL,MASCULINO,NO,1,18
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,1,17
APURIMAC,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
AREQUIPA,INGENIERÍA FÍSICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,INGENIERÍA PETROQUÍMICA,FEMENINO,NO,1,17
AYACUCHO,FÍSICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA TEXTIL,MASCULINO,NO,1,17
CAJAMARCA,INGENIERÍA GEOLÓGICA,MASCULINO,NO,1,17
PUNO,INGENIERÍA QUÍMICA,MASCULINO,NO,1,18
CALLAO,INGENIERÍA QUÍMICA,MASCULINO,SI,4,21
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,20
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,1,18
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,1,18
ANCASH,ARQUITECTURA,MASCULINO,NO,6,23
AMAZONAS,INGENIERÍA DE SISTEMAS,FEMENINO,NO,2,18
HUANCAVELICA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,2,18
LIMA,MATEMÁTICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,5,22
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,5,21
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,5,21
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,2,18
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
ICA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA NAVAL,MASCULINO,NO,5,22
LIMA,MATEMÁTICA,MASCULINO,NO,6,23
ÁNCASH,CIENCIA DE LA COMPUTACIÓN,MASCULINO,SI,2,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,12,28
JUNÍN,INGENIERÍA ELÉCTRICA,MASCULINO,NO,1,18
LIMA,FÍSICA,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,MASCULINO,NO,2,18
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,9,25
LIMA,ARQUITECTURA,FEMENINO,NO,3,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,2,18
