Rooms,Price,Regionname,Distance
4,1740000.0,Southern Metropolitan,17.3
2,600000.0,Eastern Metropolitan,8.8
4,1895000.0,Southern Metropolitan,11.4
2,1110000.0,Southern Metropolitan,11.4
2,870000.0,Southern Metropolitan,11.4
4,1225000.0,Southern Metropolitan,13.8
4,1250000.0,Southern Metropolitan,13.8
4,1115000.0,Southern Metropolitan,13.8
6,1350000.0,Southern Metropolitan,13.8
4,1230000.0,Southern Metropolitan,13.8
3,1165000.0,Southern Metropolitan,13.8
3,1430000.0,Southern Metropolitan,13.8
3,1077000.0,Southern Metropolitan,13.8
3,1280000.0,Southern Metropolitan,13.8
2,690000.0,Southern Metropolitan,13.8
3,980000.0,Southern Metropolitan,13.8
4,1595000.0,Southern Metropolitan,13.8
2,799000.0,Southern Metropolitan,17.3
3,881000.0,Eastern Metropolitan,13.4
4,1300000.0,Eastern Metropolitan,13.4
3,1000000.0,Eastern Metropolitan,13.4
4,880000.0,Eastern Metropolitan,16.1
2,625000.0,Eastern Metropolitan,16.1
3,1500000.0,Southern Metropolitan,10.5
4,2020000.0,Southern Metropolitan,10.5
4,3100000.0,Southern Metropolitan,10.5
4,1850000.0,Southern Metropolitan,10.5
3,2020000.0,Southern Metropolitan,10.5
4,2770000.0,Southern Metropolitan,10.5
3,1200000.0,Southern Metropolitan,10.5
4,1740000.0,Southern Metropolitan,10.5
2,1250000.0,Southern Metropolitan,10.5
4,1300000.0,Southern Metropolitan,10.3
3,637000.0,Northern Metropolitan,14.0
2,431000.0,Northern Metropolitan,14.0
3,582000.0,Northern Metropolitan,14.0
3,1335000.0,Northern Metropolitan,14.0
2,625000.0,Northern Metropolitan,14.0
3,568000.0,Northern Metropolitan,14.0
4,1315000.0,Northern Metropolitan,5.2
2,505000.0,Northern Metropolitan,5.2
2,695000.0,Northern Metropolitan,5.2
3,905000.0,Northern Metropolitan,5.2
1,320000.0,Northern Metropolitan,4.0
1,360000.0,Northern Metropolitan,4.0
2,910000.0,Northern Metropolitan,4.0
5,1450000.0,Northern Metropolitan,5.2
2,580000.0,Northern Metropolitan,5.2
2,461500.0,Northern Metropolitan,5.2
2,650000.0,Northern Metropolitan,5.2
3,1230000.0,Eastern Metropolitan,10.8
4,1240000.0,Eastern Metropolitan,10.8
4,1020000.0,Northern Metropolitan,12.1
3,1234000.0,Northern Metropolitan,12.1
3,1588000.0,Southern Metropolitan,10.4
3,1000000.0,Eastern Metropolitan,14.7
3,1901000.0,Southern Metropolitan,7.7
4,2600000.0,Southern Metropolitan,7.7
3,905000.0,Southern Metropolitan,7.7
4,650000.0,Northern Metropolitan,16.6
5,2550000.0,Southern Metropolitan,8.4
3,1750000.0,Southern Metropolitan,8.4
2,956000.0,Northern Metropolitan,1.6
2,1540000.0,Northern Metropolitan,3.5
3,1077000.0,Southern Metropolitan,10.1
2,732500.0,Southern Metropolitan,10.1
3,700000.0,Western Metropolitan,14.8
2,1160000.0,Southern Metropolitan,7.8
3,1390000.0,Southern Metropolitan,8.7
5,2450000.0,Southern Metropolitan,8.7
3,1259000.0,Southern Metropolitan,11.7
3,710000.0,South-Eastern Metropolitan,27.0
2,681000.0,Southern Metropolitan,17.9
2,955000.0,Southern Metropolitan,17.9
3,1230000.0,Southern Metropolitan,17.9
5,883300.0,South-Eastern Metropolitan,17.5
3,790000.0,South-Eastern Metropolitan,17.5
2,753000.0,South-Eastern Metropolitan,16.7
2,615000.0,South-Eastern Metropolitan,16.7
3,1890000.0,Northern Metropolitan,3.6
3,1457500.0,Northern Metropolitan,3.6
3,1330000.0,Northern Metropolitan,3.6
2,1310000.0,Northern Metropolitan,3.6
5,3900000.0,Northern Metropolitan,3.6
3,880000.0,Northern Metropolitan,6.7
2,630000.0,Northern Metropolitan,6.7
3,1070000.0,Northern Metropolitan,6.7
5,1500000.0,Northern Metropolitan,6.7
4,1085000.0,Northern Metropolitan,6.7
3,1010000.0,Northern Metropolitan,6.7
3,864000.0,Northern Metropolitan,6.7
1,550000.0,Northern Metropolitan,2.0
4,640000.0,Northern Metropolitan,20.6
4,477000.0,Northern Metropolitan,20.6
3,582500.0,Northern Metropolitan,20.6
4,480000.0,Northern Metropolitan,20.6
2,358000.0,Northern Metropolitan,20.6
4,523000.0,Northern Metropolitan,20.6
3,485000.0,Northern Metropolitan,20.6
4,800000.0,Northern Metropolitan,20.6
4,632000.0,Northern Metropolitan,20.6
4,1152000.0,Eastern Metropolitan,23.0
3,475000.0,Northern Metropolitan,14.0
3,558000.0,South-Eastern Metropolitan,24.7
3,789000.0,South-Eastern Metropolitan,24.7
3,635000.0,Western Metropolitan,14.8
3,740000.0,Northern Victoria,21.8
3,871000.0,South-Eastern Metropolitan,22.2
4,970000.0,South-Eastern Metropolitan,22.2
2,430000.0,Southern Metropolitan,1.4
4,1200000.0,Eastern Metropolitan,12.4
3,1410000.0,Eastern Metropolitan,12.4
4,980000.0,Eastern Metropolitan,14.3
3,920000.0,Eastern Metropolitan,14.3
4,1320000.0,Eastern Metropolitan,14.3
3,900000.0,Eastern Metropolitan,14.3
3,1408000.0,Eastern Metropolitan,14.3
5,1900000.0,Eastern Metropolitan,16.1
4,1200000.0,Eastern Metropolitan,16.1
3,988000.0,Eastern Metropolitan,16.1
3,472000.0,Northern Victoria,25.9
3,457000.0,South-Eastern Metropolitan,28.8
3,451000.0,South-Eastern Metropolitan,28.8
3,1925000.0,Eastern Metropolitan,8.9
3,875000.0,South-Eastern Metropolitan,27.0
3,995000.0,South-Eastern Metropolitan,27.0
4,2350000.0,Southern Metropolitan,7.2
2,566000.0,Southern Metropolitan,7.2
1,330000.0,Southern Metropolitan,7.2
3,2105000.0,Southern Metropolitan,7.2
4,2410000.0,Southern Metropolitan,7.2
3,810000.0,Eastern Metropolitan,18.0
3,901000.0,Eastern Metropolitan,18.0
6,1115000.0,Eastern Metropolitan,18.0
2,521000.0,Southern Metropolitan,7.2
3,1380000.0,Southern Metropolitan,7.2
3,600000.0,Northern Metropolitan,19.6
3,631000.0,Northern Metropolitan,19.6
3,678000.0,Northern Metropolitan,19.6
4,681000.0,Northern Metropolitan,19.6
2,485000.0,Western Metropolitan,7.5
2,491000.0,Western Metropolitan,7.5
4,1600000.0,Western Metropolitan,7.5
4,2053000.0,Western Metropolitan,7.5
2,580000.0,Northern Metropolitan,5.7
4,1280000.0,Northern Metropolitan,5.7
4,874000.0,Northern Metropolitan,13.1
3,770000.0,Eastern Metropolitan,24.8
3,673000.0,Eastern Metropolitan,24.8
4,875000.0,Eastern Metropolitan,24.8
1,580000.0,Northern Metropolitan,2.1
3,2478000.0,Northern Metropolitan,2.1
3,1490000.0,Northern Metropolitan,3.6
3,1017500.0,Northern Metropolitan,3.4
2,942000.0,Western Metropolitan,5.1
3,1320000.0,Western Metropolitan,5.1
2,976000.0,Eastern Metropolitan,15.4
2,708000.0,Southern Metropolitan,7.3
3,1300000.0,Southern Metropolitan,7.3
2,820000.0,Southern Metropolitan,7.3
2,583000.0,Southern Metropolitan,7.3
3,1307500.0,Southern Metropolitan,7.3
2,552000.0,Southern Metropolitan,7.3
3,1390000.0,Southern Metropolitan,7.3
3,1310000.0,Eastern Metropolitan,16.7
5,1285000.0,Eastern Metropolitan,16.7
4,1292000.0,Eastern Metropolitan,16.7
3,1300000.0,Eastern Metropolitan,16.7
4,1155000.0,Eastern Metropolitan,16.7
4,831000.0,Northern Metropolitan,11.2
2,379500.0,Northern Metropolitan,11.2
3,570000.0,Northern Metropolitan,11.2
2,805000.0,Northern Metropolitan,11.2
3,587000.0,Northern Metropolitan,11.2
4,931000.0,Western Metropolitan,12.9
4,897000.0,Northern Metropolitan,16.1
4,1380000.0,Northern Metropolitan,20.4
3,485000.0,Northern Metropolitan,20.4
4,700000.0,Northern Metropolitan,20.4
3,800000.0,Northern Metropolitan,11.2
5,2500000.0,Southern Metropolitan,13.8
2,1600000.0,Southern Metropolitan,5.3
1,392000.0,Southern Metropolitan,5.3
2,660000.0,Southern Metropolitan,5.3
4,2300000.0,Southern Metropolitan,5.3
3,865000.0,Southern Metropolitan,6.2
2,515000.0,Southern Metropolitan,6.2
3,1805000.0,Southern Metropolitan,6.2
3,1375000.0,Southern Metropolitan,6.2
2,1700000.0,Southern Metropolitan,6.2
5,1825000.0,Eastern Metropolitan,21.3
3,1000000.0,Eastern Metropolitan,21.3
3,1226000.0,Eastern Metropolitan,21.3
3,920000.0,Eastern Metropolitan,8.9
3,845000.0,Eastern Metropolitan,8.8
3,1080000.0,Southern Metropolitan,16.0
3,2585000.0,Southern Metropolitan,16.0
5,1225000.0,Southern Metropolitan,16.0
4,920000.0,Western Metropolitan,18.0
4,523500.0,Western Metropolitan,18.0
4,1111000.0,Western Metropolitan,18.0
3,478000.0,Western Metropolitan,18.0
4,635000.0,Western Metropolitan,18.4
3,520000.0,Western Metropolitan,18.4
4,600000.0,Western Metropolitan,18.4
2,1200000.0,Southern Metropolitan,12.3
2,455000.0,Southern Metropolitan,12.3
4,1302000.0,Eastern Metropolitan,7.8
2,722000.0,Eastern Metropolitan,7.8
4,650000.0,Northern Metropolitan,14.0
3,435000.0,Northern Metropolitan,14.0
4,715000.0,Western Metropolitan,15.5
3,756001.0,Western Metropolitan,15.5
4,981000.0,Western Metropolitan,11.7
3,1295000.0,Western Metropolitan,11.7
4,1250000.0,Western Metropolitan,11.7
4,986000.0,Western Metropolitan,11.7
3,620000.0,Western Metropolitan,11.7
2,865000.0,Northern Metropolitan,3.4
3,1206000.0,Northern Metropolitan,3.4
2,841000.0,Northern Metropolitan,3.4
4,2536000.0,Southern Metropolitan,5.4
2,901000.0,Southern Metropolitan,5.4
3,1610000.0,Southern Metropolitan,5.4
2,1005000.0,Southern Metropolitan,5.4
2,575000.0,Southern Metropolitan,5.4
3,2180000.0,Southern Metropolitan,5.4
4,4000000.0,Southern Metropolitan,5.4
3,1775000.0,Southern Metropolitan,5.4
3,1360000.0,Southern Metropolitan,7.3
3,2118000.0,Southern Metropolitan,7.3
3,710000.0,Eastern Metropolitan,26.0
3,780000.0,Eastern Metropolitan,26.0
2,820000.0,Southern Metropolitan,5.9
3,700000.0,Northern Metropolitan,16.3
3,590000.0,Western Metropolitan,15.5
3,704000.0,Northern Metropolitan,12.7
2,610000.0,Western Metropolitan,6.4
2,420000.0,Western Metropolitan,6.4
3,1375000.0,Southern Metropolitan,8.4
2,735000.0,Southern Metropolitan,8.4
3,2030000.0,Southern Metropolitan,8.4
4,2990000.0,Southern Metropolitan,8.4
3,1800000.0,Southern Metropolitan,8.4
4,1500000.0,Western Metropolitan,4.3
3,1125000.0,Southern Metropolitan,11.4
2,333000.0,Northern Metropolitan,17.4
3,460000.0,Western Victoria,29.8
3,881000.0,South-Eastern Metropolitan,20.0
3,925000.0,South-Eastern Metropolitan,20.0
1,350000.0,South-Eastern Metropolitan,20.0
3,430000.0,Northern Metropolitan,25.9
3,547000.0,Northern Metropolitan,25.9
4,575000.0,Northern Metropolitan,25.9
3,3500000.0,Southern Metropolitan,3.0
3,2220000.0,Southern Metropolitan,3.0
4,652500.0,Northern Metropolitan,17.9
3,470000.0,Northern Metropolitan,17.9
3,671000.0,Northern Metropolitan,17.9
2,397000.0,Northern Metropolitan,17.9
2,700000.0,Eastern Metropolitan,17.2
3,1600000.0,Eastern Metropolitan,10.2
3,756000.0,Eastern Metropolitan,16.2
4,1050000.0,Eastern Metropolitan,16.2
3,901000.0,Southern Metropolitan,14.3
3,702000.0,Eastern Victoria,26.5
3,1150000.0,South-Eastern Metropolitan,21.5
3,875000.0,Eastern Metropolitan,14.2
3,1150000.0,Eastern Metropolitan,14.2
4,1750000.0,Eastern Metropolitan,14.2
5,1940000.0,Eastern Metropolitan,14.2
4,1340000.0,Eastern Metropolitan,14.2
4,1388000.0,Southern Metropolitan,10.1
3,1150000.0,Western Metropolitan,10.4
2,480000.0,South-Eastern Metropolitan,22.7
2,1220000.0,Northern Metropolitan,1.8
2,754000.0,Northern Metropolitan,5.3
3,1180000.0,Northern Metropolitan,5.3
3,1001000.0,Southern Metropolitan,16.7
3,860000.0,Eastern Metropolitan,15.4
3,1218000.0,Eastern Metropolitan,15.4
3,850000.0,Northern Metropolitan,11.2
3,905000.0,Southern Metropolitan,12.3
2,955500.0,South-Eastern Metropolitan,15.5
6,1210000.0,South-Eastern Metropolitan,15.5
1,345000.0,Southern Metropolitan,11.4
3,1005500.0,Southern Metropolitan,11.4
3,742000.0,South-Eastern Metropolitan,21.5
3,980000.0,Northern Metropolitan,8.5
3,685000.0,Northern Metropolitan,8.5
2,585500.0,Northern Metropolitan,8.5
4,690000.0,Western Metropolitan,14.7
3,1230000.0,Southern Metropolitan,3.5
2,1020000.0,Southern Metropolitan,3.5
3,1265000.0,Southern Metropolitan,3.5
3,1390000.0,Southern Metropolitan,4.6
3,1100000.0,Southern Metropolitan,4.6
3,961000.0,Northern Metropolitan,8.4
3,1001000.0,Northern Metropolitan,8.4
3,790000.0,Northern Metropolitan,8.4
3,876000.0,Northern Metropolitan,12.0
2,560000.0,Northern Metropolitan,12.0
2,480000.0,Northern Metropolitan,12.0
2,971000.0,Northern Metropolitan,12.0
4,866000.0,Northern Metropolitan,12.0
3,775500.0,Northern Metropolitan,12.0
4,920000.0,Northern Metropolitan,12.0
4,1175000.0,Northern Metropolitan,12.0
3,790000.0,Northern Metropolitan,12.0
2,1975000.0,Northern Metropolitan,2.4
2,580000.0,Northern Metropolitan,2.4
3,720000.0,Eastern Metropolitan,19.9
3,1120000.0,Eastern Metropolitan,21.3
3,1051500.0,Eastern Metropolitan,8.9
3,400000.0,Northern Metropolitan,20.6
3,1000000.0,Southern Metropolitan,15.2
3,1450000.0,Southern Metropolitan,15.2
3,1412000.0,Southern Metropolitan,1.9
5,597000.0,Northern Metropolitan,20.5
3,1400000.0,Southern Metropolitan,2.7
1,290000.0,Southern Metropolitan,2.7
2,782500.0,Western Metropolitan,6.2
2,601000.0,Western Metropolitan,6.2
3,750000.0,South-Eastern Metropolitan,22.2
3,626000.0,Western Metropolitan,14.0
4,703000.0,Western Metropolitan,14.0
1,465000.0,Southern Metropolitan,5.0
3,1000000.0,Western Metropolitan,8.2
3,502500.0,Western Metropolitan,10.5
3,580000.0,Western Metropolitan,10.5
3,650000.0,Western Metropolitan,10.5
7,780000.0,Western Metropolitan,10.5
3,1366000.0,Southern Metropolitan,10.2
4,2100000.0,Southern Metropolitan,10.2
5,1825000.0,Southern Metropolitan,10.2
3,2567500.0,Southern Metropolitan,10.2
4,726000.0,Western Metropolitan,18.0
3,600000.0,Western Metropolitan,15.5
4,1700000.0,Eastern Metropolitan,15.5
4,1150000.0,Eastern Metropolitan,15.5
4,1280000.0,Eastern Metropolitan,12.4
4,1495000.0,Eastern Metropolitan,12.4
2,750000.0,Northern Metropolitan,7.0
3,880000.0,Northern Metropolitan,7.0
2,1200000.0,Northern Metropolitan,7.0
2,625000.0,Northern Metropolitan,7.0
1,351000.0,Northern Metropolitan,7.0
1,250000.0,Southern Metropolitan,4.1
3,1000000.0,Southern Metropolitan,4.1
4,635000.0,Western Metropolitan,18.4
3,527000.0,Western Metropolitan,12.9
4,660000.0,Western Metropolitan,12.9
3,565500.0,Western Metropolitan,12.9
3,500000.0,Western Metropolitan,12.9
5,1300000.0,Eastern Metropolitan,17.2
4,1138000.0,Eastern Metropolitan,17.2
5,1360000.0,Eastern Metropolitan,17.2
5,1300000.0,Eastern Metropolitan,17.2
4,1612000.0,Eastern Metropolitan,8.9
4,1150000.0,Eastern Metropolitan,14.7
5,1235000.0,Eastern Metropolitan,14.7
4,1600000.0,Eastern Metropolitan,21.1
3,790000.0,Northern Metropolitan,14.5
4,900000.0,Northern Metropolitan,14.5
3,490000.0,Western Metropolitan,14.7
3,412700.0,Western Metropolitan,14.7
6,591000.0,Western Metropolitan,14.7
4,990000.0,Western Metropolitan,6.4
3,1100500.0,Western Metropolitan,6.4
3,675000.0,Western Metropolitan,6.4
3,805000.0,Western Metropolitan,6.4
3,778000.0,Western Metropolitan,6.4
2,855000.0,Western Metropolitan,6.4
4,1200000.0,South-Eastern Metropolitan,16.7
4,1480000.0,South-Eastern Metropolitan,16.7
4,1250000.0,South-Eastern Metropolitan,16.7
4,1136000.0,South-Eastern Metropolitan,16.7
4,1500000.0,South-Eastern Metropolitan,16.7
4,1194700.0,South-Eastern Metropolitan,16.7
5,2550000.0,Western Metropolitan,6.8
1,420000.0,Southern Metropolitan,4.6
4,467000.0,Northern Metropolitan,25.5
4,565000.0,Northern Metropolitan,25.5
3,475000.0,Western Metropolitan,27.2
4,1025000.0,Northern Metropolitan,12.7
2,1315000.0,Northern Metropolitan,3.0
1,480000.0,Northern Metropolitan,3.0
3,1860000.0,Western Metropolitan,7.5
3,1195000.0,Western Metropolitan,7.5
4,1200000.0,Western Metropolitan,7.5
3,825000.0,Western Metropolitan,10.4
4,1830000.0,Northern Metropolitan,5.7
4,2100000.0,Northern Metropolitan,5.7
3,980000.0,Western Metropolitan,11.0
4,1000000.0,Western Metropolitan,11.0
3,425000.0,Western Metropolitan,15.5
3,541000.0,Western Metropolitan,15.5
4,680000.0,Western Metropolitan,15.5
3,680000.0,Western Metropolitan,9.4
2,510000.0,Western Metropolitan,9.4
3,770000.0,Western Metropolitan,9.4
3,695000.0,Western Metropolitan,12.8
2,704000.0,Southern Metropolitan,6.3
2,620000.0,Southern Metropolitan,6.3
2,540000.0,Western Metropolitan,4.3
3,1037500.0,Western Metropolitan,4.3
3,1050000.0,Western Metropolitan,4.3
2,440000.0,Western Metropolitan,4.3
2,1010000.0,Western Metropolitan,4.3
3,900000.0,Southern Metropolitan,10.2
3,1570000.0,Southern Metropolitan,10.2
3,785000.0,Southern Metropolitan,10.2
4,1240000.0,Southern Metropolitan,10.2
3,692000.0,South-Eastern Metropolitan,21.5
3,463000.0,Northern Metropolitan,16.5
2,820000.0,Southern Metropolitan,6.4
4,2188000.0,Southern Metropolitan,7.9
2,755000.0,Southern Metropolitan,7.9
4,2205000.0,Southern Metropolitan,9.7
3,1137000.0,Southern Metropolitan,9.7
3,2100000.0,Southern Metropolitan,9.7
2,416000.0,Eastern Metropolitan,23.2
5,500000.0,Southern Metropolitan,17.3
3,1595000.0,Southern Metropolitan,17.3
3,785000.0,Eastern Metropolitan,8.8
4,1250000.0,Southern Metropolitan,11.4
3,1448000.0,Southern Metropolitan,11.4
4,1400000.0,Southern Metropolitan,11.4
2,520000.0,Southern Metropolitan,11.4
2,820000.0,Southern Metropolitan,11.4
3,740000.0,Southern Metropolitan,11.4
3,935000.0,Southern Metropolitan,13.8
3,977000.0,Southern Metropolitan,13.8
3,1352000.0,Southern Metropolitan,13.8
4,1115000.0,Southern Metropolitan,13.8
3,1300000.0,Southern Metropolitan,17.3
2,1120000.0,Southern Metropolitan,17.3
3,857500.0,Southern Metropolitan,17.3
2,760000.0,Southern Metropolitan,17.3
2,875000.0,Southern Metropolitan,17.3
4,1745000.0,Southern Metropolitan,17.3
5,1500000.0,Eastern Metropolitan,13.4
4,1350000.0,Eastern Metropolitan,13.4
2,1006000.0,Eastern Metropolitan,13.4
2,660000.0,Eastern Metropolitan,13.4
3,1080000.0,Eastern Metropolitan,13.4
3,1096000.0,Eastern Metropolitan,13.4
5,1650000.0,Eastern Metropolitan,13.4
3,1073000.0,Eastern Metropolitan,13.4
4,1009000.0,Eastern Metropolitan,13.4
3,801500.0,South-Eastern Metropolitan,27.0
3,700000.0,South-Eastern Metropolitan,27.0
3,576000.0,Eastern Metropolitan,25.0
3,655000.0,Eastern Metropolitan,25.0
2,636000.0,Eastern Metropolitan,10.9
4,1625000.0,Eastern Metropolitan,10.9
4,1430000.0,Eastern Metropolitan,10.9
3,836000.0,Eastern Metropolitan,10.9
2,660000.0,Western Metropolitan,8.6
3,579000.0,Western Metropolitan,8.6
4,856500.0,Western Metropolitan,8.6
3,1750000.0,Southern Metropolitan,10.5
3,1410000.0,Southern Metropolitan,10.5
4,2475000.0,Southern Metropolitan,10.5
4,2700000.0,Southern Metropolitan,10.5
4,2800000.0,Southern Metropolitan,10.5
2,810000.0,Southern Metropolitan,10.5
3,1005000.0,Southern Metropolitan,10.5
3,1400000.0,Southern Metropolitan,10.3
3,900000.0,Southern Metropolitan,10.3
4,2150000.0,Southern Metropolitan,10.3
4,1725000.0,Southern Metropolitan,10.3
4,1755000.0,Southern Metropolitan,10.3
4,1200000.0,Southern Metropolitan,10.3
4,455000.0,Northern Metropolitan,14.0
3,385000.0,Northern Metropolitan,14.0
3,760000.0,Western Metropolitan,6.4
5,2500000.0,Northern Metropolitan,5.2
2,860000.0,Northern Metropolitan,5.2
2,491000.0,Northern Metropolitan,5.2
3,990000.0,Northern Metropolitan,5.2
3,1679000.0,Northern Metropolitan,4.0
3,1050000.0,Northern Metropolitan,4.0
2,461000.0,Northern Metropolitan,4.0
4,988000.0,Northern Metropolitan,5.2
4,910000.0,Northern Metropolitan,5.2
4,1120000.0,Eastern Metropolitan,10.8
3,812500.0,Eastern Metropolitan,10.8
4,845000.0,Northern Metropolitan,12.1
4,570000.0,Northern Metropolitan,12.1
3,360000.0,Northern Metropolitan,12.1
3,590000.0,Northern Metropolitan,12.1
3,608000.0,Northern Metropolitan,12.1
4,721500.0,Northern Metropolitan,12.1
3,635000.0,Northern Metropolitan,12.1
4,890000.0,Northern Metropolitan,12.1
4,1271600.0,Eastern Metropolitan,14.7
4,1020000.0,Eastern Metropolitan,14.7
3,610000.0,Western Metropolitan,14.8
4,865000.0,Western Metropolitan,14.8
4,2625000.0,Southern Metropolitan,7.7
3,435000.0,Northern Metropolitan,16.6
4,3400000.0,Southern Metropolitan,8.4
3,1360000.0,Southern Metropolitan,10.1
2,380000.0,Southern Metropolitan,10.1
2,765000.0,Southern Metropolitan,10.1
4,1423000.0,Southern Metropolitan,10.1
5,1900000.0,Southern Metropolitan,10.1
2,907000.0,Southern Metropolitan,10.1
1,350000.0,Southern Metropolitan,10.1
4,563000.0,Western Metropolitan,14.8
2,638000.0,Southern Metropolitan,8.7
3,1071000.0,Southern Metropolitan,8.4
2,535000.0,Southern Metropolitan,7.8
2,540000.0,Southern Metropolitan,7.8
4,1410000.0,Southern Metropolitan,8.7
3,820000.0,Southern Metropolitan,11.7
3,1171000.0,Southern Metropolitan,11.7
3,860000.0,Southern Metropolitan,11.7
4,1085000.0,Southern Metropolitan,11.7
5,888000.0,South-Eastern Metropolitan,27.0
4,778000.0,South-Eastern Metropolitan,27.0
2,640000.0,Southern Metropolitan,17.9
4,980000.0,Southern Metropolitan,17.9
5,1480000.0,Southern Metropolitan,17.9
3,647000.0,Southern Metropolitan,17.9
3,935000.0,Southern Metropolitan,17.9
3,960000.0,Southern Metropolitan,17.9
3,1100000.0,Southern Metropolitan,17.9
4,1225000.0,Southern Metropolitan,17.9
3,1500000.0,South-Eastern Metropolitan,16.7
3,1011000.0,South-Eastern Metropolitan,16.7
3,910000.0,South-Eastern Metropolitan,17.5
4,880000.0,South-Eastern Metropolitan,17.5
3,1680000.0,Northern Metropolitan,3.6
5,1725000.0,Northern Metropolitan,6.7
3,1260000.0,Northern Metropolitan,6.7
2,920000.0,Northern Metropolitan,6.7
3,841000.0,Northern Metropolitan,6.7
2,537500.0,Northern Metropolitan,6.7
2,830000.0,Northern Metropolitan,6.7
3,860000.0,Northern Metropolitan,6.7
5,1172000.0,Northern Metropolitan,6.7
2,1000000.0,Northern Metropolitan,2.0
2,655000.0,Northern Metropolitan,2.0
3,400000.0,Northern Metropolitan,20.6
3,402500.0,Northern Metropolitan,20.6
3,370000.0,Northern Metropolitan,20.6
4,465000.0,Northern Metropolitan,20.6
4,580000.0,Northern Metropolitan,20.6
2,662500.0,Northern Metropolitan,2.4
3,530500.0,Eastern Metropolitan,23.0
4,646000.0,Eastern Metropolitan,23.0
4,763000.0,Eastern Metropolitan,23.0
3,340000.0,Northern Metropolitan,14.0
2,437000.0,South-Eastern Metropolitan,24.7
3,320500.0,South-Eastern Metropolitan,24.7
3,535000.0,Western Metropolitan,14.8
3,545000.0,Western Metropolitan,14.8
3,486000.0,Western Metropolitan,14.8
4,624000.0,Western Metropolitan,14.7
4,575000.0,Western Metropolitan,14.7
3,647500.0,Northern Victoria,21.8
3,1040000.0,South-Eastern Metropolitan,22.2
3,1430000.0,Eastern Metropolitan,12.4
4,1350000.0,Eastern Metropolitan,12.4
3,1250000.0,Eastern Metropolitan,12.4
4,1460800.0,Eastern Metropolitan,12.4
3,1152500.0,Eastern Metropolitan,12.4
5,1600000.0,Eastern Metropolitan,14.3
4,1080000.0,Eastern Metropolitan,14.3
5,1180000.0,Eastern Metropolitan,14.3
4,1350000.0,Eastern Metropolitan,16.1
4,1530000.0,Eastern Metropolitan,16.1
4,400000.0,Northern Victoria,25.9
3,800000.0,South-Eastern Metropolitan,27.0
3,850000.0,Southern Metropolitan,7.2
3,1750000.0,Southern Metropolitan,7.2
3,1450000.0,Southern Metropolitan,7.2
4,2806000.0,Southern Metropolitan,7.2
4,850000.0,Eastern Metropolitan,18.0
2,684000.0,Southern Metropolitan,7.2
1,451000.0,Southern Metropolitan,7.2
3,1500000.0,Southern Metropolitan,7.2
3,500000.0,Northern Metropolitan,19.6
4,710000.0,Northern Metropolitan,19.6
3,581000.0,Northern Metropolitan,19.6
3,550000.0,Northern Metropolitan,19.6
4,600000.0,Northern Metropolitan,19.6
3,457500.0,Northern Metropolitan,19.6
2,453000.0,Western Metropolitan,7.5
2,420000.0,Western Metropolitan,7.5
4,1170000.0,Western Metropolitan,7.5
4,1600000.0,Western Metropolitan,7.5
4,1535000.0,Western Metropolitan,7.5
3,1400000.0,Western Metropolitan,7.5
2,435000.0,Western Metropolitan,7.5
3,765000.0,Western Metropolitan,8.2
7,1300000.0,Western Metropolitan,7.5
3,1350000.0,Northern Metropolitan,5.7
3,650000.0,Northern Metropolitan,13.1
3,622000.0,Northern Metropolitan,13.1
4,771000.0,Northern Metropolitan,13.1
4,706000.0,Eastern Metropolitan,24.8
1,465000.0,Northern Metropolitan,2.1
3,1080000.0,Northern Metropolitan,3.6
3,1851000.0,Northern Metropolitan,3.6
2,1222500.0,Northern Metropolitan,3.6
1,330000.0,Northern Metropolitan,3.6
2,1232000.0,Northern Metropolitan,3.6
2,690500.0,Western Metropolitan,5.1
2,747000.0,Western Metropolitan,5.1
2,440000.0,Western Metropolitan,5.1
2,595000.0,Southern Metropolitan,7.2
2,630000.0,Southern Metropolitan,10.1
2,635000.0,Southern Metropolitan,10.1
5,2352500.0,Southern Metropolitan,7.3
5,3860000.0,Southern Metropolitan,7.3
4,2625000.0,Southern Metropolitan,7.3
2,856500.0,Southern Metropolitan,7.3
5,880000.0,Eastern Metropolitan,16.7
4,1140600.0,Eastern Metropolitan,16.7
4,1537500.0,Eastern Metropolitan,16.7
3,1567000.0,Eastern Metropolitan,16.7
4,998000.0,Eastern Metropolitan,16.7
4,1290000.0,Eastern Metropolitan,16.7
3,1341000.0,Eastern Metropolitan,16.7
3,1431000.0,Eastern Metropolitan,16.7
3,580000.0,Northern Metropolitan,11.2
3,550000.0,Northern Metropolitan,11.2
2,434500.0,Northern Metropolitan,11.2
2,620250.0,Northern Metropolitan,11.2
3,480000.0,Northern Metropolitan,11.2
3,710000.0,Northern Metropolitan,11.2
3,540000.0,Western Metropolitan,12.9
3,590000.0,Northern Metropolitan,16.1
3,696000.0,Northern Metropolitan,16.1
3,681000.0,Northern Metropolitan,16.1
3,690000.0,Northern Metropolitan,16.1
3,735000.0,Northern Metropolitan,16.1
4,750074.0,Northern Metropolitan,11.2
2,896000.0,Southern Metropolitan,13.8
3,1450000.0,Southern Metropolitan,13.8
2,898000.0,Southern Metropolitan,13.8
4,1515000.0,Southern Metropolitan,13.8
5,2980000.0,Southern Metropolitan,13.8
